Geonames	Waterbody Name	 Number of Stations	Is drinking water	Cyanobacteria exposure category	CyAN object ID	centroid latitude	centroid longitude	area (km2)	elevation (m)	CyAN data	COEPHT data	Cells present	toxins tested	toxins detected	zipcode adjacent	is recreation	zipcode water source	Notes	More information
https://www.geonames.org/5433889/paonia-reservoir.html	Paonia Reservoir	3			2445940	38.95918052	-107.341641	1.36	1967.13	Y	Y	Y							
https://www.geonames.org/5580701/park-creek-reservoir.html	Park Creek Reservoir	1				40.84184	-105.15893			Y		Y							
https://www.geonames.org/5580724/parvin-lake.html	Parvin Lake	1				40.78831	-105.55222			Y		Y							
https://www.geonames.org/5580784/pearl-lake.html	Pearl Lake	1				40.78596	-106.88706			N	Y		Y	N				tested and not detected in one year	
	Pelican Pond	1								N	Y		Y	Y				found on map, not in geonames, in Del Camino CO, north east of Blue Heron Reservoir; tested and detected in two years	
https://www.geonames.org/5434835/platoro-reservoir.html	Platoro Reservoir	2			471524	37.33969	-106.56378			Y		Y							
https://www.geonames.org/5580990/pole-mountain-lake.html	Pole Mountain Lake	1		chronic		40.55792	-106.48147			Y	N	Y	N			Yes			
https://www.geonames.org/5581086/prewitt-reservoir.html	Prewitt Reservoir	3		chronic	3686128	40.42243271	-103.361756	7.64	1245.96	Y	Y	Y	Y	Y		Yes		tested and detected in one year	https://cpw.state.co.us/swa/Prewitt%20Reservoir%20SWA
https://www.geonames.org/5435406/prospect-lake.html	Prospect Lake	1		chronic		38.8252	-104.79889			N	Y		Y	Y	80909	Yes		tested and detected in multiple years	https://coloradosprings.gov/parks/page/lakes-boating-and-fishing
https://www.geonames.org/5581111/prospect-reservoir.html	Prospect Reservoir	1			6932588	40.01528	-104.51506			Y		Y							
https://www.geonames.org/5435476/pueblo-reservoir.html	Pueblo Reservoir	5	Yes		4455117	38.26874008	-104.765586	9.41	1470.52	Y	Y	Y	Y	N				tested and not detected in one year	
https://www.geonames.org/5435483/puett-reservoir.html	Puett Reservoir	1		chronic		37.41861	-108.41092			Y	Y	Y	Y	Y		Yes		tested and detected in one year	https://cpw.state.co.us/swa/Puett%20Reservoir%20SWA
https://www.geonames.org/5439620/quail-lake.html	Quail Lake	1				38.7854	-104.80818			N	Y		Y					tested and not detected in one year	
https://www.geonames.org/5435610/quincy-reservoir.html	Quincy Reservoir	1		chronic		39.63384	-104.77621			Y	N	Y	N		80013	Yes			https://www.auroragov.org/things_to_do/reservoirs/quincy_reservoir
https://www.geonames.org/5435754/ralston-reservoir.html	Ralston Reservoir	1	Yes			39.82718	-105.24746			Y		Y							
https://www.geonames.org/5435783/rampart-reservoir.html	Rampart Reservoir	2			5377703	38.98079457	-104.970046	1.53	2744.43	Y	Y	Y	Y					tested and not detected in one year	
https://www.geonames.org/5435826/rapid-creek-reservoir-number-1.html	Rapid Creek Reservoir Number 1	1				39.07953	-108.2141			Y	N	Y	N						
https://www.geonames.org/5435827/rapid-creek-reservoir-number-2.html	Rapid Creek Reservoir Number 2	1				39.07063	-108.21525			Y		Y							
https://www.geonames.org/5581275/red-dirt-reservoir.html	Red Dirt Reservoir	1		chronic		40.18785	-106.57456			Y	N	Y	N			Yes			https://www.fs.usda.gov/recarea/mbr/recreation/recarea/?recid=23046
https://www.geonames.org/5436158/regan-lake.html	Regan Lake	1				37.76498	-107.23179			Y		Y							
https://www.geonames.org/5550422/ridgway-reservoir.html	Ridgway Reservoir	3				38.23082	-107.75645			Y	Y	Y	Y	N				tested and not detected in two years	
https://www.geonames.org/5436372/rifle-gap-reservoir.html	Rifle Gap Reservoir	1				39.63135	-107.75856			N	Y		Y	N				tested and not detected in one year	
https://www.geonames.org/5581398/rio-blanco-lake.html	Rio Blanco Reservoir/Lake	Rio Blanco Reservoir/Lake				40.08764	-108.20791			N	Y								
https://www.geonames.org/5436490/rio-grande-reservoir.html	Rio Grande Reservoir	3			5901650	37.72922	-107.30211			Y		Y							
https://www.geonames.org/5436519/rito-hondo-reservoir.html	Rito Hondo Reservoir	1				37.89482	-107.17681			Y		Y							
https://www.geonames.org/5581419/riverside-reservoir.html	Riverside Reservoir	3	Yes	chronic	1747506	40.3378	-104.26211			Y	Y	Y	Y			No		might not have data from COEPHT	https://www.uncovercolorado.com/activities/riverside-reservoir/
https://www.geonames.org/8478307/ruedi-reservoir.html	Ruedi Reservoir	5	Yes		1353342	39.36292659	-106.784818	4.17	2368.72	Y		Y							
https://www.geonames.org/5437216/rush-creek.html	Rush Creek	1								Y		Y							
https://www.geonames.org/5437554/saliba-lake.html	Saliba Lake	1				37.58902	-104.6555			Y		Y							
https://www.geonames.org/5437734/sanchez-reservoir.html	Sanchez Reservoir	2	Yes	chronic	6959773	37.09331997	-105.414418	3.09	2517.48	Y	Y	Y	Y	Y		Yes		tested in two years and detected in one year	https://www.uncovercolorado.com/activities/sanchez-reservoir-swa/
https://www.geonames.org/5437861/santa-maria-reservoir.html	Santa Maria Reservoir	3				37.79445	-107.08567			Y	N	Y	N						
https://www.geonames.org/5581800/seeley-lake.html	Seeley Lake	1		chronic		40.46707	-104.73599			Y	N	Y	N			Yes - private			
https://www.geonames.org/5581853/shadow-mountain-lake.html	Shadow Mountain Lake	3				40.22755	-105.84249			Y		Y							
https://www.geonames.org/5438412/shaw-lake.html	Shaw Lake	1		chronic		37.56266	-106.7953			Y	N	Y	N			Yes			https://www.fs.usda.gov/recarea/riogrande/recarea/?recid=29188
https://www.geonames.org/5438959/skagway-reservoir.html	Skaguay Reservoir	1								N	Y		Y	N				tested and not detected in one year	
https://www.geonames.org/5439099/sloan-lake.html	Sloan Lake	1		chronic		39.74809	-105.04657			N	Y		Y	Y	80212	Yes		aka Sloan's Lake; toxins tested and detected at multiple locations in one year	https://www.uncovercolorado.com/public-parks/sloans-lake-park/
https://www.geonames.org/5439186/smith-reservoir.html	Smith Reservoir	4		chronic	3220168	37.39272777	-105.530425	2.73	2351.24	Y	Y	Y	Y	Y	81133 - maybe	Yes		toxins tested and detected in multiple years	https://cpw.state.co.us/swa/Smith%20Reservoir%20SWA
https://www.geonames.org/5439350/soda-lakes.html	Soda Lakes	2				39.6436	-105.1736			Y	Y	Y	Y	Y				both samples are in Big Soda Lake: Toxins measured and detected in multiple years	
https://www.geonames.org/5582158/south-delaney-lake.html	South Delaney Lake	1				40.70154	-106.46188			Y		Y							
https://www.geonames.org/5439845/spinney-mountain-reservoir.html	Spinney Mountain Reservoir	1	Yes		1202403	38.98612383	-105.643151	9.72	2648.88	Y	Y	Y	Y	Y				toxins tested in two years and detected in one	
https://www.geonames.org/5440018/spring-park-reservoir.html	Spring Park Reservoir	1		chronic		39.43935	-107.08882			Y	N	Y	N			No			https://www.aspentrailfinder.com/spring-park-reservoir/
https://www.geonames.org/5437737/stabilization-reservoir.html	Stabilization Reservoir	1				37.17198	-105.51746			N	Y		Y	N				toxins tested and  not detected at one station	
	Stagecoach Reservoir	2								Y	Y	Y	Y	Y				found on map, not in geonames; tested for toxins 6 years and only positive in two years	
https://www.geonames.org/5440194/standley-lake.html	Standley Lake	1				39.86387	-105.12411			Y		Y							
https://www.geonames.org/5582362/steamboat-lake.html	Steamboat Lake	2		chronic		40.79181	-106.96507			Y	N	Y	N		80428	Yes			https://cpw.state.co.us/placestogo/parks/SteamboatLake
https://www.geonames.org/5440372/stevens-reservoir.html	Stevens Reservoir	1				37.302	-107.07301			Y		Y							
https://www.geonames.org/5440700/summit-reservoir.html	Summit Reservoir	2		chronic	3398754	37.41651	-108.38357			Y	N	Y	N			Yes			https://cpw.state.co.us/swa/Summit%20Reservoir%20SWA
https://www.geonames.org/5440926/swede-lake.html	Swede Lake	1		chronic		38.35879	-102.82828			Y	N	Y	N			Yes			
https://www.geonames.org/5440931/sweetwater-lake.html	Sweetwater Lake	1				39.80009	-107.16591			Y		Y							
https://www.geonames.org/5440964/sylvan-lake.html	Sylvan Lake	1				39.47735	-106.7318			Y		Y							
https://www.geonames.org/5441089/tarryall-reservoir.html	Tarryall Reservoir	1				39.22889	-105.61155			Y		Y							
https://www.geonames.org/5441140/taylor-park-reservoir.html	Taylor Park Reservoir	2	Yes		351364	38.8355	-106.58027			Y		Y							
https://www.geonames.org/5441296/terrace-reservoir.html	Terrace Reservoir	1				37.36315	-106.2942			Y		Y							
https://www.geonames.org/5582687/terry-lake.html	Terry Lake	2		chronic	6946216	40.62747	-105.07918			Y	N	Y	N		80524	Yes - Members only			https://www.tlra.co/
https://www.geonames.org/5441544/thurston-reservoir.html	Thurston Reservoir	1		chronic		38.22422	-102.63543			Y	N	Y	N			Yes			https://coloradobirdingtrail.com/site/thurston-reservoir-swa/
https://www.geonames.org/5582782/timnath-reservoir.html	Timnath Reservoir	1			1520419	40.549	-104.96072			Y		Y							
https://www.geonames.org/5441788/totten-lake.html	Totten Reservoir/Lake	1				37.36585	-108.53076			Y	Y	Y							
https://www.geonames.org/5442012/trinidad-lake.html	Trinidad Lake	4			4697455	37.13743969	-104.573397	3.18	1899.88	Y	Y	Y							
https://www.geonames.org/5442068/troutvale-reservoir-number-1.html	Troutvale Reservoir Number 1	1		chronic		37.82884	-107.1836			Y	N	Y	N			Unclear		aka Brown Lakes	
https://www.geonames.org/5442069/troutvale-reservoir-number-2.html	Troutvale Reservoir Number 2	1		chronic		37.82138	-107.19426			Y	N	Y	N			Unclear		aka Brown Lakes	
	Turner Lake	1								Y		Y						found on map, but not in geonames	
https://www.geonames.org/5442212/turquoise-lake.html	Turquoise Lake	6	Yes			39.26928	-106.38299			Y		Y							
https://www.geonames.org/5442275/twin-lakes.html	Twin Lakes	3			6350518	39.08282	-106.34203			Y		Y							
https://www.geonames.org/5442344/two-buttes-reservoir.html	Two Buttes Reservoir	1			5864846	37.6334435	-102.562542	3.07	1289.85	Y	Y	Y							
	Unnamed Waterbody No. 1	Burke Ditch				40.55796037	-106.3574725			Y	N	Y	N					found it on map, but not in Geonames	
	Unnamed Waterbody No. 2	Exit 8								Y		Y						no name in geonames - possibly Thornton Gravel Ponds or Gravel Lakes	
	Unnamed Waterbody No. 3	Lee Stewart and Eskin Ditch								Y		Y						not named in geonames	
	Unnamed Waterbody No. 4	North Metro Fire Rescue District Training Center		chronic						Y	N	Y	N					found on map, no name in geonames	
	Unnamed Waterbody No. 5	Riddle Ditch								Y		Y						found on map, not in geonames, south of riddle ditch, antelope creek?	
	Unnamed Waterbody No. 6	Shafer Creek								Y		Y						found on map, not in geonames, east of Shafer Creek	
	Unnamed Waterbody No. 7	Salt Creek								Y		Y							
https://www.geonames.org/5442764/vallecito-reservoir.html	Vallecito Reservoir	4	Yes		7596014	37.40099318	-107.551374	10.53	2337.55	Y		Y							
https://www.geonames.org/5442881/vega-reservoir.html	Vega Reservoir	6		chronic	3763269	39.22331905	-107.795417	2.75	2432.92	Y	Y	Y	N			Yes			https://cpw.state.co.us/placestogo/parks/Vega
https://www.geonames.org/5583162/walden-reservoir.html	Walden Reservoir	2		chronic	5500226	40.73504	-106.31513			Y	N	Y	N		80480	Yes			https://coloradobirdingtrail.com/site/walden-reservoir/
https://www.geonames.org/5583199/warren-lake.html	Warren Lake	1		chronic		40.53307	-105.06109			Y	N	Y	N		80525, 80528	No			
https://www.geonames.org/5583209/water-supply-and-storage-reservoir-number-3.html	Water Supply and Storage Reservoir Number 3	1		chronic		40.66537	-105.09024			Y	N	Y	N		80524 - might be too big	Yes			
https://www.geonames.org/5443504/wellington-lake.html	Wellington Lake	1				39.31457	-105.36658			Y		Y							
https://www.geonames.org/5444294/williams-creek-reservoir.html	Williams Creek Reservoir	3		chronic	2280837	37.51255352	-107.220867	1.35	2513.72	Y	N	Y	N			Yes		make sure to see which Williams Creek COEPHT sample came from	https://www.fs.usda.gov/recarea/sanjuan/recarea/?recid=43320
https://www.geonames.org/5583438/williams-fork-reservoir.html	Williams Fork Reservoir	6	Yes		1357647	40.01449472	-106.209875	6.27	2379.65	Y		Y							
https://www.geonames.org/5583474/willow-creek-reservoir.html	Willow Creek Reservoir	2		chronic		40.14717	-105.95021			Y	N	Y	N		80446 - maybe	Yes			https://www.recreation.gov/camping/gateways/94
https://www.geonames.org/5583512/windsor-lake.html	Windsor Lake	1		chronic		40.48468	-104.90103			Y	N	Y	N		80550	Yes			https://www.recreationliveshere.com/206/Windsor-Lake
https://www.geonames.org/5583516/windsor-reservoir.html	Windsor Reservoir	2			5498371	40.53601	-104.8879			Y		Y							
https://www.geonames.org/5583518/windsor-reservoir-number-8.html	Windsor Reservoir Number 8	1			676119	40.6602	-105.04978			Y		Y							
https://www.geonames.org/5583523/windy-gap-reservoir.html	Windy Gap Reservoir	1				40.10487	-105.98056			Y		Y							
https://www.geonames.org/8094897/wolford-mountain-reservoir.html	Wolford Mountain Reservoir	1	Yes		7595953	40.14373633	-106.411338	5.19	2256.72									this waterbody is in CyAN, but does not have any data in CyAN	
https://www.geonames.org/5444713/woods-lake.html	Woods Lake - near Aspen	1				39.42336	-106.63259			Y	Y	Y	N					which Woods Lake is the COEPHT data from? There might be a third Woods Lake	
https://www.geonames.org/5583583/woods-lake.html	Woods Lake - near Ft. Collins	1		chronic		40.52012	-104.8049			Y	N	Y	N			Yes		which Woods Lake is the COEPHT data from?	https://www.hookandbullet.com/fishing-woods-lake-severance-co/
		Andrick Ponds SWA								N	Y		Y	N				near Jackson Reservoir near Fort Morgan - try to get a lat/lon for this sample; toxins tesed and not detected in one year	
		Chatfield Turtle Pond								N	Y		Y	N				found it on map, but not in Geonames, south of chatfield reservoir; toxins tested and not detected in two years	
		Cherry Creek Dog Park								N	Y		Y	N				south of Cherry Creek Reservoir - chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://cpw.state.co.us/placestogo/parks/CherryCreek/Documents/CherryCreekDOL-Location.pdf; toxins tested and not detected in one sample	
		Eagle River								N	Y		Y					ask COEPHT where this is; toxins tested and not detected only once	
		Lower Brown Reservoir								N	Y		Y	Y				ask COEPHT to confirm location; toxins tested and detected in one sample	
		Road Canyon Reservoir								N	Y		Y	N				Same as Road Canyon Reservoir No. 1? Ask COEPHT. tested and not detected in one year	
		South Platte River								N	Y		Y					ask COEPHT exactly where this is; toxins tested and not detected in one year	
