input_latitude,input_longitude,locationName,requestTimestamp,queryDate,imageDate,satelliteImageType,satelliteImageFrequency,cellConcentration_cells/mL,maxCellConcentration_cells/mL,cell_latitude,cell_longitude,validCellsCount
38.47487571,-107.2830878,West Elk Creek,05-25-2023 13:33:21:724 UTC,05-25-2023 13:33:21:724 UTC,10-23-2021 04:00:00:0 UTC,OLCI,Weekly,35974.934,173780.08,38.4748,-107.282,4
38.47487571,-107.2830878,West Elk Creek,05-25-2023 13:33:21:724 UTC,05-25-2023 13:33:21:724 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,82413.81,277971.34,38.4748,-107.282,6
38.47487571,-107.2830878,West Elk Creek,05-25-2023 13:33:21:724 UTC,05-25-2023 13:33:21:724 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,97274.72,164437.17,38.4748,-107.282,6
38.47487571,-107.2830878,West Elk Creek,05-25-2023 13:33:21:724 UTC,05-25-2023 13:33:21:724 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,46131.758,155596.56,38.4748,-107.282,5
38.47487571,-107.2830878,West Elk Creek,05-25-2023 13:33:21:724 UTC,05-25-2023 13:33:21:724 UTC,04-11-2020 04:00:00:0 UTC,OLCI,Weekly,32210.688,52966.348,38.4748,-107.282,5
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,10-08-2022 04:00:00:0 UTC,OLCI,Weekly,94623.72,235504.94,38.4748,-107.202,7
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,09-24-2022 04:00:00:0 UTC,OLCI,Weekly,128233.06,194088.6,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,09-18-2021 04:00:00:0 UTC,OLCI,Weekly,67920.37,111686.32,38.4748,-107.202,8
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,432513.84,444631.28,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,366437.56,570164.3,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,636795.56,636795.56,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,08-21-2021 04:00:00:0 UTC,OLCI,Weekly,319153.78,510504.97,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,08-14-2021 04:00:00:0 UTC,OLCI,Weekly,285759.06,301995.2,38.4748,-107.202,9
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,10-03-2020 04:00:00:0 UTC,OLCI,Weekly,23120.648,23120.648,38.4748,-107.202,2
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,09-19-2020 04:00:00:0 UTC,OLCI,Weekly,121338.88,205116.2,38.4748,-107.202,8
38.47439686,-107.2025299,Blue Mesa Reservoir,05-25-2023 13:33:22:316 UTC,05-25-2023 13:33:22:316 UTC,06-13-2020 04:00:00:0 UTC,OLCI,Weekly,10375.284,12589.255,38.4748,-107.202,2
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-15-2022 04:00:00:0 UTC,OLCI,Weekly,277971.34,469894.1,38.4802,-107.088,4
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-08-2022 04:00:00:0 UTC,OLCI,Weekly,285759.06,285759.06,38.4802,-107.088,5
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-01-2022 04:00:00:0 UTC,OLCI,Weekly,285759.06,285759.06,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-24-2022 04:00:00:0 UTC,OLCI,Weekly,263026.8,337287.3,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-17-2022 04:00:00:0 UTC,OLCI,Weekly,816582.3,816582.3,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-03-2022 04:00:00:0 UTC,OLCI,Weekly,3162277.5,3162277.5,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-27-2022 04:00:00:0 UTC,OLCI,Weekly,586138.1,887156.0,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-20-2022 04:00:00:0 UTC,OLCI,Weekly,319153.78,554625.7,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-13-2022 04:00:00:0 UTC,OLCI,Weekly,469894.1,496592.3,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-06-2022 04:00:00:0 UTC,OLCI,Weekly,293764.97,366437.56,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-30-2022 04:00:00:0 UTC,OLCI,Weekly,59156.16,619441.06,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-23-2022 04:00:00:0 UTC,OLCI,Weekly,159955.81,293764.97,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-16-2022 04:00:00:0 UTC,OLCI,Weekly,92044.95,131825.67,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-18-2021 04:00:00:0 UTC,OLCI,Weekly,285759.06,619441.06,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,319153.78,554625.7,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,337287.3,376703.8,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,751622.9,1076465.2,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-21-2021 04:00:00:0 UTC,OLCI,Weekly,2032357.1,2032357.1,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-14-2021 04:00:00:0 UTC,OLCI,Weekly,1306170.9,1306170.9,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-07-2021 04:00:00:0 UTC,OLCI,Weekly,457088.2,937562.0,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-31-2021 04:00:00:0 UTC,OLCI,Weekly,794328.2,1137627.2,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-24-2021 04:00:00:0 UTC,OLCI,Weekly,242102.92,496592.3,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-17-2021 04:00:00:0 UTC,OLCI,Weekly,319153.78,602559.6,38.4802,-107.088,5
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-10-2021 04:00:00:0 UTC,OLCI,Weekly,40179.082,229086.78,38.4802,-107.088,4
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-03-2021 04:00:00:0 UTC,OLCI,Weekly,135518.94,293764.97,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,06-26-2021 04:00:00:0 UTC,OLCI,Weekly,887156.0,1137627.2,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,06-19-2021 04:00:00:0 UTC,OLCI,Weekly,17060.824,80167.805,38.4802,-107.088,5
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,06-12-2021 04:00:00:0 UTC,OLCI,Weekly,9549.926,131825.67,38.4802,-107.088,4
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-31-2020 04:00:00:0 UTC,OLCI,Weekly,50118.723,97274.72,38.4802,-107.088,4
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-24-2020 04:00:00:0 UTC,OLCI,Weekly,636795.56,1819700.9,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-17-2020 04:00:00:0 UTC,OLCI,Weekly,937562.0,1674942.9,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-10-2020 04:00:00:0 UTC,OLCI,Weekly,2089296.1,2089296.1,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,10-03-2020 04:00:00:0 UTC,OLCI,Weekly,1976969.6,4285485.5,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-26-2020 04:00:00:0 UTC,OLCI,Weekly,1584893.2,1870682.1,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-19-2020 04:00:00:0 UTC,OLCI,Weekly,496592.3,691831.0,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-12-2020 04:00:00:0 UTC,OLCI,Weekly,1380384.2,3630780.5,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,09-05-2020 04:00:00:0 UTC,OLCI,Weekly,1076465.2,1270574.1,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-29-2020 04:00:00:0 UTC,OLCI,Weekly,194088.6,293764.97,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-22-2020 04:00:00:0 UTC,OLCI,Weekly,75857.76,159955.81,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-15-2020 04:00:00:0 UTC,OLCI,Weekly,210862.81,210862.81,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-08-2020 04:00:00:0 UTC,OLCI,Weekly,108642.56,235504.94,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,08-01-2020 04:00:00:0 UTC,OLCI,Weekly,19054.607,54450.26,38.4802,-107.088,4
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,07-04-2020 04:00:00:0 UTC,OLCI,Weekly,108642.56,310455.97,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,06-27-2020 04:00:00:0 UTC,OLCI,Weekly,41304.75,173780.08,38.4802,-107.088,6
38.47924197,-107.0871735,Stevens Creek,05-25-2023 13:33:22:809 UTC,05-25-2023 13:33:22:809 UTC,06-20-2020 04:00:00:0 UTC,OLCI,Weekly,9817.4795,9817.4795,38.4802,-107.088,1
38.45784661,-107.3176815,Lake Fork,05-25-2023 13:33:24:325 UTC,05-25-2023 13:33:24:325 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,80167.805,100000.01,38.4585,-107.317,3
38.45784661,-107.3176815,Lake Fork,05-25-2023 13:33:24:325 UTC,05-25-2023 13:33:24:325 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,310455.97,310455.97,38.4585,-107.317,4
38.45784661,-107.3176815,Lake Fork,05-25-2023 13:33:24:325 UTC,05-25-2023 13:33:24:325 UTC,12-19-2020 05:00:00:0 UTC,OLCI,Weekly,15703.628,15703.628,38.4585,-107.317,2
38.45784661,-107.3176815,Lake Fork,05-25-2023 13:33:24:325 UTC,05-25-2023 13:33:24:325 UTC,12-05-2020 05:00:00:0 UTC,OLCI,Weekly,7870.458,7870.458,38.4585,-107.317,1
38.45784661,-107.3176815,Lake Fork,05-25-2023 13:33:24:325 UTC,05-25-2023 13:33:24:325 UTC,04-11-2020 04:00:00:0 UTC,OLCI,Weekly,11271.975,44874.54,38.4585,-107.317,3
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,05-16-2020 04:00:00:0 UTC,OLCI,Weekly,270395.84,270395.84,40.588,-105.165,2
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,04-25-2020 04:00:00:0 UTC,OLCI,Weekly,59156.16,59156.16,40.588,-105.165,2
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,04-18-2020 04:00:00:0 UTC,OLCI,Weekly,57543.996,57543.996,40.588,-105.165,1
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,04-04-2020 04:00:00:0 UTC,OLCI,Weekly,8317.638,8317.638,40.588,-105.165,1
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,02-22-2020 05:00:00:0 UTC,OLCI,Weekly,16143.586,28840.316,40.588,-105.165,3
40.58851739,-105.1660685,Soldier Canyon Dam,05-25-2023 13:33:24:597 UTC,05-25-2023 13:33:24:597 UTC,01-18-2020 05:00:00:0 UTC,OLCI,Weekly,77983.01,108642.56,40.588,-105.165,4
40.55946144,-105.1583299,Horsetooth Reservoir,05-25-2023 13:33:25:685 UTC,05-25-2023 13:33:25:685 UTC,12-12-2020 05:00:00:0 UTC,OLCI,Weekly,32210.688,55975.758,40.559,-105.158,4
40.55946144,-105.1583299,Horsetooth Reservoir,05-25-2023 13:33:25:685 UTC,05-25-2023 13:33:25:685 UTC,03-28-2020 04:00:00:0 UTC,OLCI,Weekly,135518.94,135518.94,40.559,-105.158,2
40.55946144,-105.1583299,Horsetooth Reservoir,05-25-2023 13:33:25:685 UTC,05-25-2023 13:33:25:685 UTC,01-18-2020 05:00:00:0 UTC,OLCI,Weekly,23768.402,69823.24,40.559,-105.158,5
40.55946144,-105.1583299,Horsetooth Reservoir,05-25-2023 13:33:25:685 UTC,05-25-2023 13:33:25:685 UTC,01-11-2020 05:00:00:0 UTC,OLCI,Weekly,159955.81,159955.81,40.559,-105.158,5
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,11-27-2021 05:00:00:0 UTC,OLCI,Weekly,54450.26,77983.01,40.5301,-105.148,3
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,11-13-2021 05:00:00:0 UTC,OLCI,Weekly,57543.996,147231.25,40.5301,-105.148,3
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,10-23-2021 04:00:00:0 UTC,OLCI,Weekly,143218.78,242102.92,40.5301,-105.148,2
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,10-09-2021 04:00:00:0 UTC,OLCI,Weekly,147231.25,147231.25,40.5274,-105.148,1
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,01-02-2021 05:00:00:0 UTC,OLCI,Weekly,10964.782,14060.476,40.5301,-105.148,2
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,05-09-2020 04:00:00:0 UTC,OLCI,Weekly,43651.582,43651.582,40.5274,-105.148,1
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,02-22-2020 05:00:00:0 UTC,OLCI,Weekly,21281.39,21281.39,40.5301,-105.148,3
40.52897936,-105.147368,Spring Creek Dam,05-25-2023 13:33:26:552 UTC,05-25-2023 13:33:26:552 UTC,02-01-2020 05:00:00:0 UTC,OLCI,Weekly,124738.35,124738.35,40.5274,-105.148,1
40.58003366,-105.1494598,College Lake,05-25-2023 13:33:27:300 UTC,05-25-2023 13:33:27:300 UTC,01-16-2021 05:00:00:0 UTC,OLCI,Weekly,28054.338,75857.76,40.5801,-105.151,3
40.58003366,-105.1494598,College Lake,05-25-2023 13:33:27:300 UTC,05-25-2023 13:33:27:300 UTC,01-02-2021 05:00:00:0 UTC,OLCI,Weekly,44874.54,44874.54,40.5801,-105.151,2
40.58003366,-105.1494598,College Lake,05-25-2023 13:33:27:300 UTC,05-25-2023 13:33:27:300 UTC,01-25-2020 05:00:00:0 UTC,OLCI,Weekly,55975.758,87096.36,40.5801,-105.151,2
40.58071844,-105.1649997,Eltuck Bay,05-25-2023 13:33:28:37 UTC,05-25-2023 13:33:28:37 UTC,11-13-2021 05:00:00:0 UTC,OLCI,Weekly,21877.615,71779.43,40.5801,-105.165,4
40.58071844,-105.1649997,Eltuck Bay,05-25-2023 13:33:28:37 UTC,05-25-2023 13:33:28:37 UTC,03-28-2020 04:00:00:0 UTC,OLCI,Weekly,69823.24,118032.06,40.5801,-105.165,4
40.58071844,-105.1649997,Eltuck Bay,05-25-2023 13:33:28:37 UTC,05-25-2023 13:33:28:37 UTC,01-11-2020 05:00:00:0 UTC,OLCI,Weekly,151356.12,155596.56,40.5801,-105.165,6
40.54987334,-105.1537609,Dixon Canyon Dam,05-25-2023 13:33:28:238 UTC,05-25-2023 13:33:28:238 UTC,11-28-2020 05:00:00:0 UTC,OLCI,Weekly,54450.26,75857.76,40.5511,-105.155,2
40.54987334,-105.1537609,Dixon Canyon Dam,05-25-2023 13:33:28:238 UTC,05-25-2023 13:33:28:238 UTC,02-15-2020 05:00:00:0 UTC,OLCI,Weekly,26546.055,26546.055,40.5485,-105.155,1
40.54987334,-105.1537609,Dixon Canyon Dam,05-25-2023 13:33:28:238 UTC,05-25-2023 13:33:28:238 UTC,02-01-2020 05:00:00:0 UTC,OLCI,Weekly,100000.01,100000.01,40.5485,-105.155,1
40.54987334,-105.1537609,Dixon Canyon Dam,05-25-2023 13:33:28:238 UTC,05-25-2023 13:33:28:238 UTC,01-18-2020 05:00:00:0 UTC,OLCI,Weekly,8317.638,147231.25,40.5511,-105.155,2
40.5264592,-105.1576583,Inlet Bay,05-25-2023 13:33:28:529 UTC,05-25-2023 13:33:28:529 UTC,02-06-2021 05:00:00:0 UTC,OLCI,Weekly,28054.338,28054.338,40.5274,-105.158,1
40.5264592,-105.1576583,Inlet Bay,05-25-2023 13:33:28:529 UTC,05-25-2023 13:33:28:529 UTC,01-16-2021 05:00:00:0 UTC,OLCI,Weekly,57543.996,57543.996,40.5274,-105.158,1
40.5522625,-105.1415634,Dixon Reservoir,05-25-2023 13:33:28:771 UTC,05-25-2023 13:33:28:771 UTC,02-06-2021 05:00:00:0 UTC,OLCI,Weekly,34040.816,34040.816,40.5511,-105.141,1
40.5522625,-105.1415634,Dixon Reservoir,05-25-2023 13:33:28:771 UTC,05-25-2023 13:33:28:771 UTC,01-16-2021 05:00:00:0 UTC,OLCI,Weekly,31332.857,31332.857,40.5511,-105.141,2
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-29-2022 04:00:00:0 UTC,OLCI,Weekly,143218.78,143218.78,40.5328,-105.06,2
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-22-2022 04:00:00:0 UTC,OLCI,Weekly,570164.3,570164.3,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-15-2022 04:00:00:0 UTC,OLCI,Weekly,444631.28,539510.6,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-08-2022 04:00:00:0 UTC,OLCI,Weekly,310455.97,310455.97,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-01-2022 04:00:00:0 UTC,OLCI,Weekly,444631.28,444631.28,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-17-2022 04:00:00:0 UTC,OLCI,Weekly,444631.28,554625.7,40.5328,-105.06,2
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-10-2022 04:00:00:0 UTC,OLCI,Weekly,128233.06,194088.6,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,07-16-2022 04:00:00:0 UTC,OLCI,Weekly,248885.73,270395.84,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,07-09-2022 04:00:00:0 UTC,OLCI,Weekly,619441.06,619441.06,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,07-02-2022 04:00:00:0 UTC,OLCI,Weekly,409260.66,409260.66,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,06-11-2022 04:00:00:0 UTC,OLCI,Weekly,263026.8,263026.8,40.5328,-105.06,2
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,11-27-2021 05:00:00:0 UTC,OLCI,Weekly,111686.32,216770.4,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-09-2021 04:00:00:0 UTC,OLCI,Weekly,248885.73,248885.73,40.5328,-105.06,1
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,10-02-2021 04:00:00:0 UTC,OLCI,Weekly,409260.66,510504.97,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-25-2021 04:00:00:0 UTC,OLCI,Weekly,1458814.2,1458814.2,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-18-2021 04:00:00:0 UTC,OLCI,Weekly,887156.0,887156.0,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,862978.56,1169499.4,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,711213.5,887156.0,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,1270574.1,1270574.1,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,08-21-2021 04:00:00:0 UTC,OLCI,Weekly,912010.9,912010.9,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,08-14-2021 04:00:00:0 UTC,OLCI,Weekly,862978.56,937562.0,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,08-07-2021 04:00:00:0 UTC,OLCI,Weekly,912010.9,912010.9,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,07-31-2021 04:00:00:0 UTC,OLCI,Weekly,356451.16,356451.16,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,07-24-2021 04:00:00:0 UTC,OLCI,Weekly,164437.17,164437.17,40.5328,-105.06,1
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,02-06-2021 05:00:00:0 UTC,OLCI,Weekly,47424.2,84722.74,40.5328,-105.06,3
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,01-23-2021 05:00:00:0 UTC,OLCI,Weekly,60813.5,73790.42,40.5328,-105.06,2
40.53271271,-105.0595093,Warren Lake,05-25-2023 13:33:29:469 UTC,05-25-2023 13:33:29:469 UTC,01-16-2021 05:00:00:0 UTC,OLCI,Weekly,55975.758,100000.01,40.5328,-105.06,3
