input_latitude,input_longitude,locationName,requestTimestamp,queryDate,imageDate,satelliteImageType,satelliteImageFrequency,cellConcentration_cells/mL,maxCellConcentration_cells/mL,cell_latitude,cell_longitude,validCellsCount
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-03-2022 04:00:00:0 UTC,OLCI,Weekly,711213.5,862978.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-27-2022 04:00:00:0 UTC,OLCI,Weekly,469894.1,963829.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-20-2022 04:00:00:0 UTC,OLCI,Weekly,839460.0,839460.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-13-2022 04:00:00:0 UTC,OLCI,Weekly,794328.2,1169499.4,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-06-2022 04:00:00:0 UTC,OLCI,Weekly,839460.0,839460.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-14-2022 04:00:00:0 UTC,OLCI,Weekly,524807.44,524807.44,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-07-2022 04:00:00:0 UTC,OLCI,Weekly,539510.6,539510.6,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-30-2022 04:00:00:0 UTC,OLCI,Weekly,731139.06,731139.06,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-23-2022 04:00:00:0 UTC,OLCI,Weekly,102801.63,376703.8,40.4055,-104.084,3
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-29-2022 05:00:00:0 UTC,OLCI,Weekly,46131.758,46131.758,40.4055,-104.084,2
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-30-2021 04:00:00:0 UTC,OLCI,Weekly,731139.06,912010.9,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-23-2021 04:00:00:0 UTC,OLCI,Weekly,751622.9,751622.9,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-16-2021 04:00:00:0 UTC,OLCI,Weekly,862978.56,862978.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-09-2021 04:00:00:0 UTC,OLCI,Weekly,1106623.8,1106623.8,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-02-2021 04:00:00:0 UTC,OLCI,Weekly,1076465.2,1076465.2,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-25-2021 04:00:00:0 UTC,OLCI,Weekly,496592.3,602559.6,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,539510.6,539510.6,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,654636.2,654636.2,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,539510.6,636795.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-21-2021 04:00:00:0 UTC,OLCI,Weekly,570164.3,570164.3,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-14-2021 04:00:00:0 UTC,OLCI,Weekly,285759.06,510504.97,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-07-2021 04:00:00:0 UTC,OLCI,Weekly,432513.84,496592.3,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,07-31-2021 04:00:00:0 UTC,OLCI,Weekly,178648.75,216770.4,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,07-24-2021 04:00:00:0 UTC,OLCI,Weekly,205116.2,444631.28,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,07-17-2021 04:00:00:0 UTC,OLCI,Weekly,432513.84,469894.1,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,07-03-2021 04:00:00:0 UTC,OLCI,Weekly,143218.78,143218.78,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,06-26-2021 04:00:00:0 UTC,OLCI,Weekly,772680.56,772680.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,06-19-2021 04:00:00:0 UTC,OLCI,Weekly,794328.2,794328.2,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,06-12-2021 04:00:00:0 UTC,OLCI,Weekly,173780.08,173780.08,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-15-2021 04:00:00:0 UTC,OLCI,Weekly,277971.34,469894.1,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-01-2021 04:00:00:0 UTC,OLCI,Weekly,147231.25,691831.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-24-2021 04:00:00:0 UTC,OLCI,Weekly,711213.5,937562.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,02-06-2021 05:00:00:0 UTC,OLCI,Weekly,64268.773,66069.34,40.4055,-104.084,3
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-23-2021 05:00:00:0 UTC,OLCI,Weekly,143218.78,143218.78,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-16-2021 05:00:00:0 UTC,OLCI,Weekly,89536.48,155596.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-09-2021 05:00:00:0 UTC,OLCI,Weekly,84722.74,216770.4,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,12-26-2020 05:00:00:0 UTC,OLCI,Weekly,173780.08,173780.08,40.4055,-104.084,2
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,11-07-2020 05:00:00:0 UTC,OLCI,Weekly,28840.316,586138.1,40.4055,-104.084,3
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-31-2020 04:00:00:0 UTC,OLCI,Weekly,654636.2,691831.0,40.4055,-104.084,3
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-10-2020 04:00:00:0 UTC,OLCI,Weekly,912010.9,1076465.2,40.4055,-104.084,3
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,10-03-2020 04:00:00:0 UTC,OLCI,Weekly,839460.0,1458814.2,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-19-2020 04:00:00:0 UTC,OLCI,Weekly,672976.7,1106623.8,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-12-2020 04:00:00:0 UTC,OLCI,Weekly,356451.16,751622.9,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,09-05-2020 04:00:00:0 UTC,OLCI,Weekly,794328.2,1047128.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-29-2020 04:00:00:0 UTC,OLCI,Weekly,554625.7,816582.3,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-22-2020 04:00:00:0 UTC,OLCI,Weekly,711213.5,912010.9,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-15-2020 04:00:00:0 UTC,OLCI,Weekly,1018591.44,1018591.44,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-08-2020 04:00:00:0 UTC,OLCI,Weekly,963829.0,1106623.8,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,08-01-2020 04:00:00:0 UTC,OLCI,Weekly,524807.44,1018591.44,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,07-25-2020 04:00:00:0 UTC,OLCI,Weekly,301995.2,636795.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-30-2020 04:00:00:0 UTC,OLCI,Weekly,387257.62,387257.62,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-23-2020 04:00:00:0 UTC,OLCI,Weekly,524807.44,554625.7,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-16-2020 04:00:00:0 UTC,OLCI,Weekly,483058.8,483058.8,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-09-2020 04:00:00:0 UTC,OLCI,Weekly,346736.84,654636.2,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,05-02-2020 04:00:00:0 UTC,OLCI,Weekly,772680.56,772680.56,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-25-2020 04:00:00:0 UTC,OLCI,Weekly,619441.06,619441.06,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-18-2020 04:00:00:0 UTC,OLCI,Weekly,554625.7,711213.5,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-11-2020 04:00:00:0 UTC,OLCI,Weekly,963829.0,963829.0,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,04-04-2020 04:00:00:0 UTC,OLCI,Weekly,496592.3,524807.44,40.4029,-104.084,2
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,02-22-2020 05:00:00:0 UTC,OLCI,Weekly,80167.805,80167.805,40.4055,-104.084,1
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,02-15-2020 05:00:00:0 UTC,OLCI,Weekly,121338.88,121338.88,40.4055,-104.084,1
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,02-08-2020 05:00:00:0 UTC,OLCI,Weekly,222843.52,222843.52,40.4055,-104.084,2
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,02-01-2020 05:00:00:0 UTC,OLCI,Weekly,52966.348,52966.348,40.4055,-104.084,2
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-25-2020 05:00:00:0 UTC,OLCI,Weekly,216770.4,248885.73,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-18-2020 05:00:00:0 UTC,OLCI,Weekly,301995.2,328095.3,40.4055,-104.084,4
40.40420035,-104.0844727,Jackson Reservoir,05-25-2023 13:34:13:959 UTC,05-25-2023 13:34:13:959 UTC,01-11-2020 05:00:00:0 UTC,OLCI,Weekly,366437.56,366437.56,40.4055,-104.084,4
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-08-2022 04:00:00:0 UTC,OLCI,Weekly,1541700.5,1870682.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-01-2022 04:00:00:0 UTC,OLCI,Weekly,164437.17,2089296.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-24-2022 04:00:00:0 UTC,OLCI,Weekly,887156.0,1270574.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-17-2022 04:00:00:0 UTC,OLCI,Weekly,1047128.56,1047128.56,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-10-2022 04:00:00:0 UTC,OLCI,Weekly,731139.06,794328.2,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-03-2022 04:00:00:0 UTC,OLCI,Weekly,794328.2,794328.2,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-27-2022 04:00:00:0 UTC,OLCI,Weekly,990831.94,1018591.44,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-20-2022 04:00:00:0 UTC,OLCI,Weekly,963829.0,963829.0,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-13-2022 04:00:00:0 UTC,OLCI,Weekly,1076465.2,1202264.4,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-06-2022 04:00:00:0 UTC,OLCI,Weekly,346736.84,672976.7,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-14-2022 04:00:00:0 UTC,OLCI,Weekly,420726.66,524807.44,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-07-2022 04:00:00:0 UTC,OLCI,Weekly,263026.8,586138.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,04-30-2022 04:00:00:0 UTC,OLCI,Weekly,711213.5,711213.5,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-30-2021 04:00:00:0 UTC,OLCI,Weekly,277971.34,524807.44,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-23-2021 04:00:00:0 UTC,OLCI,Weekly,554625.7,1137627.2,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-16-2021 04:00:00:0 UTC,OLCI,Weekly,862978.56,862978.56,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-09-2021 04:00:00:0 UTC,OLCI,Weekly,912010.9,912010.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-02-2021 04:00:00:0 UTC,OLCI,Weekly,772680.56,912010.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-25-2021 04:00:00:0 UTC,OLCI,Weekly,337287.3,483058.8,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-11-2021 04:00:00:0 UTC,OLCI,Weekly,277971.34,457088.2,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-04-2021 04:00:00:0 UTC,OLCI,Weekly,469894.1,469894.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-28-2021 04:00:00:0 UTC,OLCI,Weekly,409260.66,409260.66,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-21-2021 04:00:00:0 UTC,OLCI,Weekly,285759.06,285759.06,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-14-2021 04:00:00:0 UTC,OLCI,Weekly,248885.73,398107.16,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,07-31-2021 04:00:00:0 UTC,OLCI,Weekly,102801.63,164437.17,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,07-24-2021 04:00:00:0 UTC,OLCI,Weekly,285759.06,691831.0,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,07-17-2021 04:00:00:0 UTC,OLCI,Weekly,337287.3,346736.84,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,07-03-2021 04:00:00:0 UTC,OLCI,Weekly,20137.242,41304.75,40.3949,-104.084,3
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,06-26-2021 04:00:00:0 UTC,OLCI,Weekly,155596.56,301995.2,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,06-19-2021 04:00:00:0 UTC,OLCI,Weekly,366437.56,366437.56,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,06-12-2021 04:00:00:0 UTC,OLCI,Weekly,118032.06,118032.06,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-15-2021 04:00:00:0 UTC,OLCI,Weekly,376703.8,432513.84,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-01-2021 04:00:00:0 UTC,OLCI,Weekly,111686.32,539510.6,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,04-24-2021 04:00:00:0 UTC,OLCI,Weekly,554625.7,554625.7,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,01-23-2021 05:00:00:0 UTC,OLCI,Weekly,73790.42,118032.06,40.3949,-104.084,4
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,01-09-2021 05:00:00:0 UTC,OLCI,Weekly,54450.26,164437.17,40.3949,-104.084,3
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-31-2020 04:00:00:0 UTC,OLCI,Weekly,731139.06,731139.06,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-17-2020 04:00:00:0 UTC,OLCI,Weekly,570164.3,570164.3,40.3949,-104.084,2
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-10-2020 04:00:00:0 UTC,OLCI,Weekly,1235947.5,1976969.6,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,10-03-2020 04:00:00:0 UTC,OLCI,Weekly,1721868.6,1721868.6,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-19-2020 04:00:00:0 UTC,OLCI,Weekly,887156.0,1270574.1,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-12-2020 04:00:00:0 UTC,OLCI,Weekly,963829.0,1674942.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,09-05-2020 04:00:00:0 UTC,OLCI,Weekly,1380384.2,1770109.0,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-29-2020 04:00:00:0 UTC,OLCI,Weekly,990831.94,1202264.4,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-22-2020 04:00:00:0 UTC,OLCI,Weekly,751622.9,751622.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-15-2020 04:00:00:0 UTC,OLCI,Weekly,963829.0,1047128.56,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-08-2020 04:00:00:0 UTC,OLCI,Weekly,1018591.44,1106623.8,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,08-01-2020 04:00:00:0 UTC,OLCI,Weekly,602559.6,912010.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,07-25-2020 04:00:00:0 UTC,OLCI,Weekly,570164.3,912010.9,40.3949,-104.084,5
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-30-2020 04:00:00:0 UTC,OLCI,Weekly,337287.3,398107.16,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-23-2020 04:00:00:0 UTC,OLCI,Weekly,387257.62,387257.62,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-16-2020 04:00:00:0 UTC,OLCI,Weekly,376703.8,570164.3,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-09-2020 04:00:00:0 UTC,OLCI,Weekly,432513.84,586138.1,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,05-02-2020 04:00:00:0 UTC,OLCI,Weekly,409260.66,691831.0,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,04-25-2020 04:00:00:0 UTC,OLCI,Weekly,731139.06,751622.9,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,04-18-2020 04:00:00:0 UTC,OLCI,Weekly,496592.3,731139.06,40.3949,-104.084,6
40.39451125,-104.0830994,Jackson Reservoir,05-25-2023 13:34:14:288 UTC,05-25-2023 13:34:14:288 UTC,04-11-2020 04:00:00:0 UTC,OLCI,Weekly,912010.9,912010.9,40.3949,-104.084,6
